cup,result,group,date,matchnum,away,home,home_res,away_res,home_win,away_win,match,home_victories,away_victories,home_loss,away_loss,home_losses,away_losses,home_goals,away_goals,home_goals_against,away_goals_against
2014 FIFA World Cup Brazil™,3-1,Group A,12 Jun 2014,Match 1,Croatia,Brazil,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0
2014 FIFA World Cup Brazil™,1-0,Group A,13 Jun 2014,Match 2,Cameroon,Mexico,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0
2014 FIFA World Cup Brazil™,1-5,Group B,13 Jun 2014,Match 3,Netherlands,Spain,1,5,0,1,3,0,0,1,0,0,0,0,0,0,0
2014 FIFA World Cup Brazil™,3-1,Group B,13 Jun 2014,Match 4,Australia,Chile,3,1,1,0,4,0,0,0,1,0,0,0,0,0,0
2014 FIFA World Cup Brazil™,3-0,Group C,14 Jun 2014,Match 5,Greece,Colombia,3,0,1,0,5,0,0,0,1,0,0,0,0,0,0
2014 FIFA World Cup Brazil™,1-3,Group D,14 Jun 2014,Match 7,Costa Rica,Uruguay,1,3,0,1,7,0,0,1,0,0,0,0,0,0,0
2010 FIFA World Cup South Africa™,1-1,Group A,11 Jun 2010,Match 1,Mexico,South Africa,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2014 FIFA World Cup Brazil™,1-2,Group D,14 Jun 2014,Match 8,Italy,England,1,2,0,1,8,0,0,1,0,0,0,0,0,0,0
2014 FIFA World Cup Brazil™,2-1,Group C,14 Jun 2014,Match 6,Japan,Côte d'Ivoire,2,1,1,0,6,0,0,0,1,0,0,0,0,0,0
2014 FIFA World Cup Brazil™,2-1,Group E,15 Jun 2014,Match 9,Ecuador,Switzerland,2,1,1,0,9,0,0,0,1,0,0,0,0,0,0
2014 FIFA World Cup Brazil™,3-0,Group E,15 Jun 2014,Match 10,Honduras,France,3,0,1,0,10,0,0,0,1,0,0,0,0,0,0
2010 FIFA World Cup South Africa™,0-0,Group A,11 Jun 2010,Match 2,France,Uruguay,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2010 FIFA World Cup South Africa™,2-0,Group B,12 Jun 2010,Match 4,Greece,Korea Republic,2,0,1,0,4,0,0,0,1,0,0,0,0,0,0
2010 FIFA World Cup South Africa™,1-0,Group B,12 Jun 2010,Match 3,Nigeria,Argentina,1,0,1,0,3,0,0,0,1,0,0,0,0,0,0
2010 FIFA World Cup South Africa™,1-1,Group C,12 Jun 2010,Match 5,USA,England,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0
2010 FIFA World Cup South Africa™,0-1,Group C,13 Jun 2010,Match 6,Slovenia,Algeria,0,1,0,1,6,0,0,1,0,0,0,0,0,0,0
2014 FIFA World Cup Brazil™,2-1,Group F,15 Jun 2014,Match 11,Bosnia and Herzegovina,Argentina,2,1,1,0,11,0,0,0,1,0,0,0,0,0,0
2014 FIFA World Cup Brazil™,4-0,Group G,16 Jun 2014,Match 13,Portugal,Germany,4,0,1,0,13,0,0,0,1,0,0,0,0,0,0
2014 FIFA World Cup Brazil™,0-0,Group F,16 Jun 2014,Match 12,Nigeria,IR Iran,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
2014 FIFA World Cup Brazil™,1-2,Group G,16 Jun 2014,Match 14,USA,Ghana,1,2,0,1,14,0,0,1,0,0,0,0,0,0,0
2014 FIFA World Cup Brazil™,2-1,Group H,17 Jun 2014,Match 15,Algeria,Belgium,2,1,1,0,15,0,0,0,1,0,0,0,0,0,0
2010 FIFA World Cup South Africa™,0-1,Group D,13 Jun 2010,Match 8,Ghana,Serbia,0,1,0,1,8,0,0,1,0,0,0,0,0,0,0
2010 FIFA World Cup South Africa™,4-0,Group D,13 Jun 2010,Match 7,Australia,Germany,4,0,1,0,7,0,0,0,1,0,0,0,0,0,0
2010 FIFA World Cup South Africa™,2-0,Group E,14 Jun 2010,Match 9,Denmark,Netherlands,2,0,1,0,9,0,0,0,1,0,0,0,0,0,0
2010 FIFA World Cup South Africa™,1-0,Group E,14 Jun 2010,Match 10,Cameroon,Japan,1,0,1,0,10,0,0,0,1,0,0,0,0,0,0
2014 FIFA World Cup Brazil™,0-0,Group A,17 Jun 2014,Match 17,Mexico,Brazil,0,0,0,0,17,1,1,0,0,0,0,3,1,3,0
2014 FIFA World Cup Brazil™,1-1,Group H,17 Jun 2014,Match 16,Korea Republic,Russia,1,1,0,0,16,0,0,0,0,0,0,0,0,0,0
2014 FIFA World Cup Brazil™,2-3,Group B,18 Jun 2014,Match 20,Netherlands,Australia,2,3,0,1,20,0,1,1,0,1,0,1,5,1,5
2014 FIFA World Cup Brazil™,0-2,Group B,18 Jun 2014,Match 19,Chile,Spain,0,2,0,1,19,0,1,1,0,1,0,1,3,1,3
2014 FIFA World Cup Brazil™,0-4,Group A,18 Jun 2014,Match 18,Croatia,Cameroon,0,4,0,1,18,0,0,1,0,1,1,0,1,0,1
2010 FIFA World Cup South Africa™,1-1,Group F,14 Jun 2010,Match 11,Paraguay,Italy,1,1,0,0,11,0,0,0,0,0,0,0,0,0,0
2010 FIFA World Cup South Africa™,1-1,Group F,15 Jun 2010,Match 12,Slovakia,New Zealand,1,1,0,0,12,0,0,0,0,0,0,0,0,0,0
2010 FIFA World Cup South Africa™,0-0,Group G,15 Jun 2010,Match 13,Portugal,Côte d'Ivoire,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
2010 FIFA World Cup South Africa™,2-1,Group G,15 Jun 2010,Match 14,Korea DPR,Brazil,2,1,1,0,14,0,0,0,1,0,0,0,0,0,0
2010 FIFA World Cup South Africa™,0-1,Group H,16 Jun 2010,Match 15,Chile,Honduras,0,1,0,1,15,0,0,1,0,0,0,0,0,0,0
2014 FIFA World Cup Brazil™,2-1,Group C,19 Jun 2014,Match 21,Côte d'Ivoire,Colombia,2,1,1,0,21,1,1,0,1,0,0,3,2,0,2
2014 FIFA World Cup Brazil™,2-1,Group D,19 Jun 2014,Match 23,England,Uruguay,2,1,1,0,23,0,0,0,1,1,1,1,1,1,1
2014 FIFA World Cup Brazil™,0-0,Group C,19 Jun 2014,Match 22,Greece,Japan,0,0,0,0,22,0,0,0,0,1,1,1,0,1,0
2014 FIFA World Cup Brazil™,0-1,Group D,20 Jun 2014,Match 24,Costa Rica,Italy,0,1,0,1,24,1,1,1,0,0,0,2,3,2,3
2010 FIFA World Cup South Africa™,0-1,Group H,16 Jun 2010,Match 16,Switzerland,Spain,0,1,0,1,16,0,0,1,0,0,0,0,0,0,0
2010 FIFA World Cup South Africa™,0-3,Group A,16 Jun 2010,Match 17,Uruguay,South Africa,0,3,0,1,17,0,0,1,0,0,0,1,0,1,0
2010 FIFA World Cup South Africa™,4-1,Group B,17 Jun 2010,Match 20,Korea Republic,Argentina,4,1,1,0,20,1,1,0,1,0,0,1,2,0,0
2010 FIFA World Cup South Africa™,2-1,Group B,17 Jun 2010,Match 19,Nigeria,Greece,2,1,1,0,19,0,0,0,1,1,1,0,0,0,0
2014 FIFA World Cup Brazil™,2-5,Group E,20 Jun 2014,Match 25,France,Switzerland,2,5,0,1,25,1,1,1,0,0,0,2,3,2,0
2014 FIFA World Cup Brazil™,1-2,Group E,20 Jun 2014,Match 26,Ecuador,Honduras,1,2,0,1,26,0,0,1,0,1,1,0,1,0,1
2014 FIFA World Cup Brazil™,1-0,Group F,21 Jun 2014,Match 27,IR Iran,Argentina,1,0,1,0,27,1,0,0,1,0,0,2,0,2,0
2014 FIFA World Cup Brazil™,2-2,Group G,21 Jun 2014,Match 29,Ghana,Germany,2,2,0,0,29,1,0,0,0,0,1,4,1,0,1
2014 FIFA World Cup Brazil™,1-0,Group F,21 Jun 2014,Match 28,Bosnia and Herzegovina,Nigeria,1,0,1,0,28,0,0,0,1,0,1,0,1,0,1
2010 FIFA World Cup South Africa™,0-2,Group A,17 Jun 2010,Match 18,Mexico,France,0,2,0,1,18,0,0,1,0,0,0,0,1,0,1
2010 FIFA World Cup South Africa™,0-1,Group D,18 Jun 2010,Match 21,Serbia,Germany,0,1,0,1,21,1,0,1,0,0,1,4,0,0,0
2010 FIFA World Cup South Africa™,2-2,Group C,18 Jun 2010,Match 22,USA,Slovenia,2,2,0,0,22,1,0,0,0,0,0,1,1,0,1
2010 FIFA World Cup South Africa™,0-0,Group C,18 Jun 2010,Match 23,Algeria,England,0,0,0,0,23,0,0,0,0,0,1,1,0,1,0
2010 FIFA World Cup South Africa™,1-0,Group E,19 Jun 2010,Match 25,Japan,Netherlands,1,0,1,0,25,1,1,0,1,0,0,2,1,0,0
2014 FIFA World Cup Brazil™,1-0,Group H,22 Jun 2014,Match 31,Russia,Belgium,1,0,1,0,31,1,0,0,1,0,0,2,1,2,1
2014 FIFA World Cup Brazil™,2-4,Group H,22 Jun 2014,Match 32,Algeria,Korea Republic,2,4,0,1,32,0,0,1,0,0,1,1,1,1,1
2014 FIFA World Cup Brazil™,2-2,Group G,22 Jun 2014,Match 30,Portugal,USA,2,2,0,0,30,1,0,0,0,0,1,2,0,2,0
2014 FIFA World Cup Brazil™,0-3,Group B,23 Jun 2014,Match 35,Spain,Australia,0,3,0,1,35,0,0,1,0,2,2,3,1,3,1
2010 FIFA World Cup South Africa™,1-1,Group D,19 Jun 2010,Match 24,Australia,Ghana,1,1,0,0,24,1,0,0,0,0,1,1,0,0,0
2010 FIFA World Cup South Africa™,1-2,Group E,19 Jun 2010,Match 26,Denmark,Cameroon,1,2,0,1,26,0,0,1,0,1,1,0,0,0,0
2010 FIFA World Cup South Africa™,0-2,Group F,20 Jun 2010,Match 27,Paraguay,Slovakia,0,2,0,1,27,0,0,1,0,0,0,1,1,1,1
2010 FIFA World Cup South Africa™,1-1,Group F,20 Jun 2010,Match 28,New Zealand,Italy,1,1,0,0,28,0,0,0,0,0,0,1,1,1,1
2010 FIFA World Cup South Africa™,3-1,Group G,20 Jun 2010,Match 29,Côte d'Ivoire,Brazil,3,1,1,0,29,1,0,0,1,0,0,2,0,2,0
2014 FIFA World Cup Brazil™,2-0,Group B,23 Jun 2014,Match 36,Chile,Netherlands,2,0,1,0,36,2,2,0,1,0,0,8,5,8,3
2014 FIFA World Cup Brazil™,1-4,Group A,23 Jun 2014,Match 33,Brazil,Cameroon,1,4,0,1,33,0,1,1,0,2,0,0,3,0,3
2014 FIFA World Cup Brazil™,1-3,Group A,23 Jun 2014,Match 34,Mexico,Croatia,1,3,0,1,34,1,1,1,0,1,0,5,1,1,0
2014 FIFA World Cup Brazil™,0-1,Group D,24 Jun 2014,Match 39,Uruguay,Italy,0,1,0,1,39,1,1,1,0,1,1,2,3,2,3
2014 FIFA World Cup Brazil™,0-0,Group D,24 Jun 2014,Match 40,England,Costa Rica,0,0,0,0,40,2,0,0,0,0,2,4,2,3,2
2010 FIFA World Cup South Africa™,7-0,Group G,21 Jun 2010,Match 30,Korea DPR,Portugal,7,0,1,0,30,0,0,0,1,0,1,0,1,0,1
2010 FIFA World Cup South Africa™,1-0,Group H,21 Jun 2010,Match 31,Switzerland,Chile,1,0,1,0,31,1,1,0,1,0,0,1,1,0,0
2010 FIFA World Cup South Africa™,2-0,Group H,21 Jun 2010,Match 32,Honduras,Spain,2,0,1,0,32,0,0,0,1,1,1,0,0,0,0
2010 FIFA World Cup South Africa™,0-1,Group A,22 Jun 2010,Match 33,Uruguay,Mexico,0,1,0,1,33,1,1,1,0,0,0,3,3,1,0
2014 FIFA World Cup Brazil™,1-4,Group C,24 Jun 2014,Match 37,Colombia,Japan,1,4,0,1,37,0,2,1,0,1,0,1,5,1,2
2014 FIFA World Cup Brazil™,2-1,Group C,24 Jun 2014,Match 38,Côte d'Ivoire,Greece,2,1,1,0,38,0,1,0,1,1,1,0,3,0,3
2014 FIFA World Cup Brazil™,2-3,Group F,25 Jun 2014,Match 43,Argentina,Nigeria,2,3,0,1,43,1,2,1,0,0,0,1,3,0,2
2014 FIFA World Cup Brazil™,3-1,Group F,25 Jun 2014,Match 44,IR Iran,Bosnia and Herzegovina,3,1,1,0,44,0,0,0,1,2,1,1,0,1,0
2010 FIFA World Cup South Africa™,1-2,Group A,22 Jun 2010,Match 34,South Africa,France,1,2,0,1,34,0,0,1,0,1,1,0,1,0,1
2010 FIFA World Cup South Africa™,2-2,Group B,22 Jun 2010,Match 35,Korea Republic,Nigeria,2,2,0,0,35,0,1,0,0,2,1,1,3,1,1
2010 FIFA World Cup South Africa™,0-2,Group B,22 Jun 2010,Match 36,Argentina,Greece,0,2,0,1,36,1,2,1,0,1,0,2,5,2,4
2010 FIFA World Cup South Africa™,0-1,Group C,23 Jun 2010,Match 37,England,Slovenia,0,1,0,1,37,1,0,1,0,0,0,3,1,2,1
2010 FIFA World Cup South Africa™,1-0,Group C,23 Jun 2010,Match 38,Algeria,USA,1,0,1,0,38,0,0,0,1,0,1,3,0,3,0
2014 FIFA World Cup Brazil™,0-3,Group E,25 Jun 2014,Match 41,Switzerland,Honduras,0,3,0,1,41,0,1,1,0,2,1,1,4,1,4
2014 FIFA World Cup Brazil™,0-0,Group E,25 Jun 2014,Match 42,France,Ecuador,0,0,0,0,42,1,2,0,0,1,0,3,8,3,5
2014 FIFA World Cup Brazil™,0-1,Group G,26 Jun 2014,Match 45,Germany,USA,0,1,0,1,45,1,1,1,0,0,0,4,6,4,2
2014 FIFA World Cup Brazil™,2-1,Group G,26 Jun 2014,Match 46,Ghana,Portugal,2,1,1,0,46,0,0,0,1,1,1,2,3,2,3
2010 FIFA World Cup South Africa™,0-1,Group D,23 Jun 2010,Match 39,Germany,Ghana,0,1,0,1,39,1,1,1,0,0,1,2,4,1,0
2010 FIFA World Cup South Africa™,2-1,Group D,23 Jun 2010,Match 40,Serbia,Australia,2,1,1,0,40,0,1,0,1,1,1,1,1,1,0
2010 FIFA World Cup South Africa™,3-2,Group F,24 Jun 2010,Match 41,Italy,Slovakia,3,2,1,0,41,0,0,0,1,1,0,1,2,1,2
2010 FIFA World Cup South Africa™,0-0,Group F,24 Jun 2010,Match 42,New Zealand,Paraguay,0,0,0,0,42,1,0,0,0,0,0,3,2,1,2
2014 FIFA World Cup Brazil™,0-1,Group H,26 Jun 2014,Match 47,Belgium,Korea Republic,0,1,0,1,47,0,2,1,0,1,0,3,3,3,2
2014 FIFA World Cup Brazil™,1-1,Group H,26 Jun 2014,Match 48,Russia,Algeria,1,1,0,0,48,1,0,0,0,1,1,5,1,5,1
2014 FIFA World Cup Brazil™,1-1,Round of 16,28 Jun 2014,Match 49,Chile,Brazil,1,1,0,0,49,2,2,0,0,0,1,7,5,7,3
2014 FIFA World Cup Brazil™,2-0,Round of 16,28 Jun 2014,Match 50,Uruguay,Colombia,2,0,1,0,50,3,2,0,1,0,1,9,4,6,3
2014 FIFA World Cup Brazil™,2-1,Round of 16,29 Jun 2014,Match 51,Mexico,Netherlands,2,1,1,0,51,3,2,0,1,0,0,10,4,8,3
2010 FIFA World Cup South Africa™,1-3,Group E,24 Jun 2010,Match 43,Japan,Denmark,1,3,0,1,43,1,1,1,0,1,1,2,1,2,0
2010 FIFA World Cup South Africa™,1-2,Group E,24 Jun 2010,Match 44,Netherlands,Cameroon,1,2,0,1,44,0,2,1,0,2,0,1,3,1,0
2010 FIFA World Cup South Africa™,0-0,Group G,25 Jun 2010,Match 45,Brazil,Portugal,0,0,0,0,45,1,2,0,0,0,0,7,5,0,5
2010 FIFA World Cup South Africa™,0-3,Group G,25 Jun 2010,Match 46,Côte d'Ivoire,Korea DPR,0,3,0,1,46,0,0,1,0,2,1,1,1,1,1
2014 FIFA World Cup Brazil™,1-1,Round of 16,29 Jun 2014,Match 52,Greece,Costa Rica,1,1,0,0,52,2,1,0,0,0,1,4,2,3,2
2014 FIFA World Cup Brazil™,2-0,Round of 16,30 Jun 2014,Match 53,Nigeria,France,2,0,1,0,53,2,1,0,1,0,1,8,3,5,2
2014 FIFA World Cup Brazil™,2-1,Round of 16,30 Jun 2014,Match 54,Algeria,Germany,2,1,1,0,54,2,1,0,1,0,1,7,6,2,6
2014 FIFA World Cup Brazil™,1-0,Round of 16,01 Jul 2014,Match 55,Switzerland,Argentina,1,0,1,0,55,3,2,0,1,0,1,6,7,5,4
2010 FIFA World Cup South Africa™,1-2,Group H,25 Jun 2010,Match 47,Spain,Chile,1,2,0,1,47,2,1,1,0,0,1,2,2,0,0
2010 FIFA World Cup South Africa™,0-0,Group H,25 Jun 2010,Match 48,Honduras,Switzerland,0,0,0,0,48,1,0,0,0,1,2,1,0,0,0
2010 FIFA World Cup South Africa™,2-1,Round of 16,26 Jun 2010,Match 49,Korea Republic,Uruguay,2,1,1,0,49,2,1,0,1,0,1,4,5,0,3
2010 FIFA World Cup South Africa™,1-2,Round of 16,26 Jun 2010,Match 50,Ghana,USA,1,2,0,1,50,1,1,1,0,0,1,4,2,3,1
2014 FIFA World Cup Brazil™,2-1,Round of 16,01 Jul 2014,Match 56,USA,Belgium,2,1,1,0,56,3,1,0,1,0,1,4,4,2,4
2014 FIFA World Cup Brazil™,0-1,Quarter-finals,04 Jul 2014,Match 58,Germany,France,0,1,0,1,58,3,3,1,0,0,0,10,9,5,4
2014 FIFA World Cup Brazil™,2-1,Quarter-finals,04 Jul 2014,Match 57,Colombia,Brazil,2,1,1,0,57,2,4,0,1,0,0,8,11,8,6
2014 FIFA World Cup Brazil™,1-0,Quarter-finals,05 Jul 2014,Match 60,Belgium,Argentina,1,0,1,0,60,4,4,0,1,0,0,7,6,5,4
2010 FIFA World Cup South Africa™,4-1,Round of 16,27 Jun 2010,Match 51,England,Germany,4,1,1,0,51,2,1,0,1,1,0,5,2,0,1
2010 FIFA World Cup South Africa™,3-1,Round of 16,27 Jun 2010,Match 52,Mexico,Argentina,3,1,1,0,52,3,1,0,1,0,1,7,3,4,1
2010 FIFA World Cup South Africa™,2-1,Round of 16,28 Jun 2010,Match 53,Slovakia,Netherlands,2,1,1,0,53,3,1,0,1,0,1,5,4,2,4
2010 FIFA World Cup South Africa™,3-0,Round of 16,28 Jun 2010,Match 54,Chile,Brazil,3,0,1,0,54,2,2,0,1,0,1,5,3,5,1
2010 FIFA World Cup South Africa™,0-0,Round of 16,29 Jun 2010,Match 55,Japan,Paraguay,0,0,0,0,55,1,2,0,0,0,1,3,4,1,3
2014 FIFA World Cup Brazil™,0-0,Quarter-finals,05 Jul 2014,Match 59,Costa Rica,Netherlands,0,0,0,0,59,4,2,0,0,0,0,12,5,10,4
2014 FIFA World Cup Brazil™,1-7,Semi-finals,08 Jul 2014,Match 61,Germany,Brazil,1,7,0,1,61,3,4,1,0,0,0,10,10,10,4
2014 FIFA World Cup Brazil™,0-0,Semi-finals,09 Jul 2014,Match 62,Argentina,Netherlands,0,0,0,0,62,4,5,0,0,0,0,12,8,10,5
2014 FIFA World Cup Brazil™,0-3,Play-off for third place,12 Jul 2014,Match 63,Netherlands,Brazil,0,3,0,1,63,3,4,1,0,1,0,11,12,11,10
2010 FIFA World Cup South Africa™,1-0,Round of 16,29 Jun 2010,Match 56,Portugal,Spain,1,0,1,0,56,2,1,0,1,1,0,4,7,2,0
2010 FIFA World Cup South Africa™,2-1,Quarter-finals,02 Jul 2010,Match 57,Brazil,Netherlands,2,1,1,0,57,4,3,0,1,0,0,7,8,4,5
2010 FIFA World Cup South Africa™,1-1,Quarter-finals,02 Jul 2010,Match 58,Ghana,Uruguay,1,1,0,0,58,3,2,0,0,0,1,6,4,2,3
2010 FIFA World Cup South Africa™,0-4,Quarter-finals,03 Jul 2010,Match 59,Germany,Argentina,0,4,0,1,59,4,3,1,0,0,1,10,9,7,4
2014 FIFA World Cup Brazil™,1-0,Final,13 Jul 2014,Match 64,Argentina,Germany,1,0,1,0,64,5,5,0,1,0,0,17,8,11,5
2010 FIFA World Cup South Africa™,0-1,Quarter-finals,03 Jul 2010,Match 60,Spain,Paraguay,0,1,0,1,60,1,3,1,0,0,1,3,5,1,2
2010 FIFA World Cup South Africa™,2-3,Semi-finals,06 Jul 2010,Match 61,Netherlands,Uruguay,2,3,0,1,61,3,5,1,0,0,0,7,9,3,6
2010 FIFA World Cup South Africa™,0-1,Semi-finals,07 Jul 2010,Match 62,Spain,Germany,0,1,0,1,62,4,4,1,0,1,1,13,6,4,2
2010 FIFA World Cup South Africa™,2-3,Match for third place,10 Jul 2010,Match 63,Germany,Uruguay,2,3,0,1,63,3,4,1,0,1,2,9,13,5,4
2010 FIFA World Cup South Africa™,0-1,Final,11 Jul 2010,Match 64,Spain,Netherlands,0,1,0,1,64,6,5,1,0,0,1,12,7,9,2
1990 FIFA World Cup Italy ™,0-1,Group B,08 Jun 1990,Match 1,Cameroon,Argentina,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
1990 FIFA World Cup Italy ™,0-2,Group B,09 Jun 1990,Match 2,Romania,Soviet Union,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0
1990 FIFA World Cup Italy ™,0-2,Group D,09 Jun 1990,Match 4,Colombia,United Arab Emirates,0,2,0,1,4,0,0,1,0,0,0,0,0,0,0
1990 FIFA World Cup Italy ™,1-0,Group A,09 Jun 1990,Match 3,Austria,Italy,1,0,1,0,3,0,0,0,1,0,0,0,0,0,0
1990 FIFA World Cup Italy ™,1-5,Group A,10 Jun 1990,Match 5,Czechoslovakia,USA,1,5,0,1,5,0,0,1,0,0,0,0,0,0,0
1990 FIFA World Cup Italy ™,2-1,Group C,10 Jun 1990,Match 6,Sweden,Brazil,2,1,1,0,6,0,0,0,1,0,0,0,0,0,0
1994 FIFA World Cup USA ™,2-2,Group C,17 Jun 1994,Match 2,Korea Republic,Spain,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0
1978 FIFA World Cup Argentina ™,0-0,Group 2,01 Jun 1978,Match 1,Poland,Germany FR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
