cup,result,group,date,matchnum,away,home,home_res,away_res,home_win,away_win,match,home_victories,away_victories,home_loss,away_loss,home_losses,away_losses,home_goals,away_goals,home_goals_against,away_goals_against
1990 FIFA World Cup Italy ™,4-1,Group D,10 Jun 1990,Match 7,Yugoslavia,Germany FR,4,1,1,0,7,0,0,0,1,0,0,0,0,0,0
1990 FIFA World Cup Italy ™,1-0,Group C,11 Jun 1990,Match 8,Scotland,Costa Rica,1,0,1,0,8,0,0,0,1,0,0,0,0,0,0
1990 FIFA World Cup Italy ™,1-1,Group F,11 Jun 1990,Match 9,Republic of Ireland,England,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0
1990 FIFA World Cup Italy ™,2-0,Group E,12 Jun 1990,Match 10,Korea Republic,Belgium,2,0,1,0,10,0,0,0,1,0,0,0,0,0,0
1994 FIFA World Cup USA ™,1-0,Group C,17 Jun 1994,Match 1,Bolivia,Germany,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1994 FIFA World Cup USA ™,1-1,Group A,18 Jun 1994,Match 3,Switzerland,USA,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0
1994 FIFA World Cup USA ™,0-1,Group E,18 Jun 1994,Match 4,Republic of Ireland,Italy,0,1,0,1,4,0,0,1,0,0,0,0,0,0,0
1994 FIFA World Cup USA ™,1-3,Group A,18 Jun 1994,Match 5,Romania,Colombia,1,3,0,1,5,0,0,1,0,0,0,0,0,0,0
1994 FIFA World Cup USA ™,1-0,Group F,19 Jun 1994,Match 6,Morocco,Belgium,1,0,1,0,6,0,0,0,1,0,0,0,0,0,0
1978 FIFA World Cup Argentina ™,2-1,Group 1,02 Jun 1978,Match 3,France,Italy,2,1,1,0,3,0,0,0,1,0,0,0,0,0,0
1978 FIFA World Cup Argentina ™,3-1,Group 2,02 Jun 1978,Match 4,Mexico,Tunisia,3,1,1,0,4,0,0,0,1,0,0,0,0,0,0
1978 FIFA World Cup Argentina ™,2-1,Group 1,02 Jun 1978,Match 2,Hungary,Argentina,2,1,1,0,2,0,0,0,1,0,0,0,0,0,0
1978 FIFA World Cup Argentina ™,1-1,Group 3,03 Jun 1978,Match 6,Brazil,Sweden,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0
2006 FIFA World Cup Germany ™,4-2,Group A,09 Jun 2006,Match 1,Costa Rica,Germany,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0
1990 FIFA World Cup Italy ™,1-1,Group F,12 Jun 1990,Match 11,Egypt,Netherlands,1,1,0,0,11,0,0,0,0,0,0,0,0,0,0
1990 FIFA World Cup Italy ™,0-0,Group E,13 Jun 1990,Match 12,Spain,Uruguay,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
1990 FIFA World Cup Italy ™,2-0,Group B,13 Jun 1990,Match 13,Soviet Union,Argentina,2,0,1,0,13,0,0,0,1,1,1,0,0,0,0
1990 FIFA World Cup Italy ™,2-1,Group B,14 Jun 1990,Match 16,Romania,Cameroon,2,1,1,0,16,1,1,0,1,0,0,1,2,0,0
1990 FIFA World Cup Italy ™,1-0,Group D,14 Jun 1990,Match 14,Colombia,Yugoslavia,1,0,1,0,14,0,1,0,1,1,0,1,2,1,0
2002 FIFA World Cup Korea/Japan ™,0-1,Group A,31 May 2002,Match 1,Senegal,France,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
1994 FIFA World Cup USA ™,1-0,Group E,19 Jun 1994,Match 7,Mexico,Norway,1,0,1,0,7,0,0,0,1,0,0,0,0,0,0
1994 FIFA World Cup USA ™,2-2,Group B,19 Jun 1994,Match 8,Sweden,Cameroon,2,2,0,0,8,0,0,0,0,0,0,0,0,0,0
1994 FIFA World Cup USA ™,2-1,Group F,20 Jun 1994,Match 10,Saudi Arabia,Netherlands,2,1,1,0,10,0,0,0,1,0,0,0,0,0,0
1994 FIFA World Cup USA ™,2-0,Group B,20 Jun 1994,Match 9,Russia,Brazil,2,0,1,0,9,0,0,0,1,0,0,0,0,0,0
1994 FIFA World Cup USA ™,4-0,Group D,21 Jun 1994,Match 11,Greece,Argentina,4,0,1,0,11,0,0,0,1,0,0,0,0,0,0
1978 FIFA World Cup Argentina ™,2-1,Group 3,03 Jun 1978,Match 5,Spain,Austria,2,1,1,0,5,0,0,0,1,0,0,0,0,0,0
1978 FIFA World Cup Argentina ™,3-1,Group 4,03 Jun 1978,Match 7,Scotland,Peru,3,1,1,0,7,0,0,0,1,0,0,0,0,0,0
1978 FIFA World Cup Argentina ™,3-0,Group 4,03 Jun 1978,Match 8,IR Iran,Netherlands,3,0,1,0,8,0,0,0,1,0,0,0,0,0,0
1978 FIFA World Cup Argentina ™,3-1,Group 1,06 Jun 1978,Match 10,Hungary,Italy,3,1,1,0,10,1,0,0,1,0,1,2,1,2,1
1978 FIFA World Cup Argentina ™,1-0,Group 2,06 Jun 1978,Match 11,Tunisia,Poland,1,0,1,0,11,0,1,0,1,0,0,0,3,0,3
2006 FIFA World Cup Germany ™,0-2,Group A,09 Jun 2006,Match 2,Ecuador,Poland,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0
2006 FIFA World Cup Germany ™,1-0,Group B,10 Jun 2006,Match 3,Paraguay,England,1,0,1,0,3,0,0,0,1,0,0,0,0,0,0
2006 FIFA World Cup Germany ™,0-0,Group B,10 Jun 2006,Match 4,Sweden,Trinidad and Tobago,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2006 FIFA World Cup Germany ™,2-1,Group C,10 Jun 2006,Match 5,Côte d'Ivoire,Argentina,2,1,1,0,5,0,0,0,1,0,0,0,0,0,0
2006 FIFA World Cup Germany ™,0-1,Group C,11 Jun 2006,Match 6,Netherlands,Serbia and Montenegro,0,1,0,1,6,0,0,1,0,0,0,0,0,0,0
1990 FIFA World Cup Italy ™,1-0,Group A,14 Jun 1990,Match 15,USA,Italy,1,0,1,0,15,1,0,0,1,0,1,1,1,0,1
1990 FIFA World Cup Italy ™,0-1,Group A,15 Jun 1990,Match 17,Czechoslovakia,Austria,0,1,0,1,17,0,1,1,0,1,0,0,5,0,5
1990 FIFA World Cup Italy ™,5-1,Group D,15 Jun 1990,Match 18,United Arab Emirates,Germany FR,5,1,1,0,18,1,0,0,1,0,1,4,0,4,0
1990 FIFA World Cup Italy ™,1-0,Group C,16 Jun 1990,Match 19,Costa Rica,Brazil,1,0,1,0,19,1,1,0,1,0,0,2,1,2,0
2002 FIFA World Cup Korea/Japan ™,1-2,Group A,01 Jun 2002,Match 3,Denmark,Uruguay,1,2,0,1,3,0,0,1,0,0,0,0,0,0,0
2002 FIFA World Cup Korea/Japan ™,1-1,Group E,01 Jun 2002,Match 2,Cameroon,Republic of Ireland,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
2002 FIFA World Cup Korea/Japan ™,8-0,Group E,01 Jun 2002,Match 4,Saudi Arabia,Germany,8,0,1,0,4,0,0,0,1,0,0,0,0,0,0
2002 FIFA World Cup Korea/Japan ™,1-0,Group F,02 Jun 2002,Match 7,Nigeria,Argentina,1,0,1,0,7,0,0,0,1,0,0,0,0,0,0
1994 FIFA World Cup USA ™,3-0,Group D,21 Jun 1994,Match 13,Bulgaria,Nigeria,3,0,1,0,13,0,0,0,1,0,0,0,0,0,0
1994 FIFA World Cup USA ™,1-1,Group C,21 Jun 1994,Match 12,Spain,Germany,1,1,0,0,12,1,0,0,0,0,0,1,2,0,2
1994 FIFA World Cup USA ™,1-4,Group A,22 Jun 1994,Match 14,Switzerland,Romania,1,4,0,1,14,1,0,1,0,0,0,3,1,3,1
1994 FIFA World Cup USA ™,2-1,Group A,22 Jun 1994,Match 15,Colombia,USA,2,1,1,0,15,0,0,0,1,0,1,1,1,1,1
1994 FIFA World Cup USA ™,1-0,Group E,23 Jun 1994,Match 16,Norway,Italy,1,0,1,0,16,0,1,0,1,1,0,0,1,0,0
1998 FIFA World Cup France ™,2-1,Group A,10 Jun 1998,Match 1,Scotland,Brazil,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0
1978 FIFA World Cup Argentina ™,6-0,Group 2,06 Jun 1978,Match 12,Mexico,Germany FR,6,0,1,0,12,0,0,0,1,0,1,0,1,0,1
1978 FIFA World Cup Argentina ™,2-1,Group 1,06 Jun 1978,Match 9,France,Argentina,2,1,1,0,9,1,0,0,1,0,1,2,1,2,1
1978 FIFA World Cup Argentina ™,0-0,Group 3,07 Jun 1978,Match 14,Spain,Brazil,0,0,0,0,14,0,0,0,0,0,1,1,1,1,1
1978 FIFA World Cup Argentina ™,1-0,Group 3,07 Jun 1978,Match 13,Sweden,Austria,1,0,1,0,13,1,0,0,1,0,0,2,1,2,1
1978 FIFA World Cup Argentina ™,1-1,Group 4,07 Jun 1978,Match 15,IR Iran,Scotland,1,1,0,0,15,0,0,0,0,1,1,1,0,1,0
2006 FIFA World Cup Germany ™,3-1,Group D,11 Jun 2006,Match 7,IR Iran,Mexico,3,1,1,0,7,0,0,0,1,0,0,0,0,0,0
2006 FIFA World Cup Germany ™,0-1,Group D,11 Jun 2006,Match 8,Portugal,Angola,0,1,0,1,8,0,0,1,0,0,0,0,0,0,0
2006 FIFA World Cup Germany ™,3-1,Group F,12 Jun 2006,Match 12,Japan,Australia,3,1,1,0,12,0,0,0,1,0,0,0,0,0,0
2006 FIFA World Cup Germany ™,0-3,Group E,12 Jun 2006,Match 10,Czech Republic,USA,0,3,0,1,10,0,0,1,0,0,0,0,0,0,0
2006 FIFA World Cup Germany ™,2-0,Group E,12 Jun 2006,Match 9,Ghana,Italy,2,0,1,0,9,0,0,0,1,0,0,0,0,0,0
1990 FIFA World Cup Italy ™,1-2,Group C,16 Jun 1990,Match 20,Scotland,Sweden,1,2,0,1,20,0,0,1,0,1,1,1,0,1,0
1990 FIFA World Cup Italy ™,0-0,Group F,16 Jun 1990,Match 21,Netherlands,England,0,0,0,0,21,0,0,0,0,0,0,1,1,1,1
1990 FIFA World Cup Italy ™,0-0,Group F,17 Jun 1990,Match 22,Egypt,Republic of Ireland,0,0,0,0,22,0,0,0,0,0,0,1,1,1,1
1990 FIFA World Cup Italy ™,1-3,Group E,17 Jun 1990,Match 24,Spain,Korea Republic,1,3,0,1,24,0,0,1,0,1,0,0,0,0,0
1990 FIFA World Cup Italy ™,3-1,Group E,17 Jun 1990,Match 23,Uruguay,Belgium,3,1,1,0,23,1,0,0,1,0,0,2,0,0,0
2002 FIFA World Cup Korea/Japan ™,2-2,Group B,02 Jun 2002,Match 6,South Africa,Paraguay,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0
2002 FIFA World Cup Korea/Japan ™,1-1,Group F,02 Jun 2002,Match 5,Sweden,England,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0
2002 FIFA World Cup Korea/Japan ™,3-1,Group B,02 Jun 2002,Match 8,Slovenia,Spain,3,1,1,0,8,0,0,0,1,0,0,0,0,0,0
2002 FIFA World Cup Korea/Japan ™,2-1,Group C,03 Jun 2002,Match 10,Turkey,Brazil,2,1,1,0,10,0,0,0,1,0,0,0,0,0,0
1994 FIFA World Cup USA ™,0-0,Group C,23 Jun 1994,Match 17,Bolivia,Korea Republic,0,0,0,0,17,0,0,0,0,0,1,2,0,2,0
1994 FIFA World Cup USA ™,2-1,Group E,24 Jun 1994,Match 18,Republic of Ireland,Mexico,2,1,1,0,18,0,1,0,1,1,0,0,1,0,0
1994 FIFA World Cup USA ™,3-1,Group B,24 Jun 1994,Match 20,Russia,Sweden,3,1,1,0,20,0,0,0,1,0,1,2,0,2,0
1994 FIFA World Cup USA ™,3-0,Group B,24 Jun 1994,Match 19,Cameroon,Brazil,3,0,1,0,19,1,0,0,1,0,0,2,2,0,2
1998 FIFA World Cup France ™,2-2,Group A,10 Jun 1998,Match 2,Norway,Morocco,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0
1998 FIFA World Cup France ™,2-2,Group B,11 Jun 1998,Match 4,Chile,Italy,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0
1998 FIFA World Cup France ™,1-1,Group B,11 Jun 1998,Match 3,Austria,Cameroon,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0
1998 FIFA World Cup France ™,0-0,Group D,12 Jun 1998,Match 7,Bulgaria,Paraguay,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
1978 FIFA World Cup Argentina ™,0-0,Group 4,07 Jun 1978,Match 16,Peru,Netherlands,0,0,0,0,16,1,1,0,0,0,0,3,3,0,3
1978 FIFA World Cup Argentina ™,3-1,Group 1,10 Jun 1978,Match 18,Hungary,France,3,1,1,0,18,0,0,0,1,2,2,2,2,2,2
1978 FIFA World Cup Argentina ™,3-1,Group 2,10 Jun 1978,Match 19,Mexico,Poland,3,1,1,0,19,1,0,0,1,0,2,1,1,0,1
1978 FIFA World Cup Argentina ™,0-0,Group 2,10 Jun 1978,Match 20,Tunisia,Germany FR,0,0,0,0,20,1,1,0,0,0,1,6,3,0,3
2006 FIFA World Cup Germany ™,2-1,Group G,13 Jun 2006,Match 14,Togo,Korea Republic,2,1,1,0,14,0,0,0,1,0,0,0,0,0,0
2006 FIFA World Cup Germany ™,0-0,Group G,13 Jun 2006,Match 13,Switzerland,France,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
2006 FIFA World Cup Germany ™,1-0,Group F,13 Jun 2006,Match 11,Croatia,Brazil,1,0,1,0,11,0,0,0,1,0,0,0,0,0,0
2006 FIFA World Cup Germany ™,4-0,Group H,14 Jun 2006,Match 15,Ukraine,Spain,4,0,1,0,15,0,0,0,1,0,0,0,0,0,0
2006 FIFA World Cup Germany ™,2-2,Group H,14 Jun 2006,Match 16,Saudi Arabia,Tunisia,2,2,0,0,16,0,0,0,0,0,0,0,0,0,0
1990 FIFA World Cup Italy ™,1-1,Group B,18 Jun 1990,Match 25,Romania,Argentina,1,1,0,0,25,1,1,0,0,1,1,2,3,0,1
1990 FIFA World Cup Italy ™,0-4,Group B,18 Jun 1990,Match 26,Soviet Union,Cameroon,0,4,0,1,26,2,0,1,0,0,2,3,0,2,0
1990 FIFA World Cup Italy ™,1-1,Group D,19 Jun 1990,Match 27,Colombia,Germany FR,1,1,0,0,27,2,1,0,0,0,1,9,2,9,0
1990 FIFA World Cup Italy ™,4-1,Group D,19 Jun 1990,Match 28,United Arab Emirates,Yugoslavia,4,1,1,0,28,1,0,0,1,1,2,2,1,1,1
2002 FIFA World Cup Korea/Japan ™,2-0,Group G,03 Jun 2002,Match 11,Ecuador,Italy,2,0,1,0,11,0,0,0,1,0,0,0,0,0,0
2002 FIFA World Cup Korea/Japan ™,0-1,Group G,03 Jun 2002,Match 9,Mexico,Croatia,0,1,0,1,9,0,0,1,0,0,0,0,0,0,0
2002 FIFA World Cup Korea/Japan ™,0-2,Group C,04 Jun 2002,Match 12,Costa Rica,China PR,0,2,0,1,12,0,0,1,0,0,0,0,0,0,0
2002 FIFA World Cup Korea/Japan ™,2-2,Group H,04 June 2002,Match 13,Belgium,Japan,2,2,0,0,13,0,0,0,0,0,0,0,0,0,0
2002 FIFA World Cup Korea/Japan ™,2-0,Group D,04 Jun 2002,Match 14,Poland,Korea Republic,2,0,1,0,14,0,0,0,1,0,0,0,0,0,0
1994 FIFA World Cup USA ™,1-0,Group F,25 Jun 1994,Match 21,Netherlands,Belgium,1,0,1,0,21,1,1,0,1,0,0,1,2,0,2
1994 FIFA World Cup USA ™,2-1,Group F,25 Jun 1994,Match 22,Morocco,Saudi Arabia,2,1,1,0,22,0,0,0,1,1,1,1,0,1,0
1994 FIFA World Cup USA ™,2-1,Group D,25 Jun 1994,Match 23,Nigeria,Argentina,2,1,1,0,23,1,1,0,1,0,0,4,3,0,0
1994 FIFA World Cup USA ™,4-0,Group D,26 Jun 1994,Match 24,Greece,Bulgaria,4,0,1,0,24,0,0,0,1,1,1,0,0,0,0
1998 FIFA World Cup France ™,0-1,Group C,12 Jun 1998,Match 5,Denmark,Saudi Arabia,0,1,0,1,5,0,0,1,0,0,0,0,0,0,0
1998 FIFA World Cup France ™,3-0,Group C,12 Jun 1998,Match 6,South Africa,France,3,0,1,0,6,0,0,0,1,0,0,0,0,0,0
1998 FIFA World Cup France ™,2-3,Group D,13 Jun 1998,Match 10,Nigeria,Spain,2,3,0,1,10,0,0,1,0,0,0,0,0,0,0
1998 FIFA World Cup France ™,1-3,Group E,13 Jun 1998,Match 9,Mexico,Korea Republic,1,3,0,1,9,0,0,1,0,0,0,0,0,0,0
1998 FIFA World Cup France ™,0-0,Group E,13 Jun 1998,Match 8,Belgium,Netherlands,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1978 FIFA World Cup Argentina ™,1-0,Group 1,10 Jun 1978,Match 17,Argentina,Italy,1,0,1,0,17,2,2,0,1,0,0,5,4,5,4
1978 FIFA World Cup Argentina ™,1-0,Group 3,11 Jun 1978,Match 22,Austria,Brazil,1,0,1,0,22,0,2,0,1,0,0,1,3,1,2
1978 FIFA World Cup Argentina ™,1-0,Group 3,11 Jun 1978,Match 21,Sweden,Spain,1,0,1,0,21,0,0,0,1,1,1,1,1,1,1
1978 FIFA World Cup Argentina ™,4-1,Group 4,11 Jun 1978,Match 23,IR Iran,Peru,4,1,1,0,23,1,0,0,1,0,1,3,1,3,1
2006 FIFA World Cup Germany ™,1-0,Group A,14 Jun 2006,Match 17,Poland,Germany,1,0,1,0,17,1,0,0,1,0,1,4,0,4,0
2006 FIFA World Cup Germany ™,3-0,Group A,15 Jun 2006,Match 18,Costa Rica,Ecuador,3,0,1,0,18,1,0,0,1,0,1,2,2,0,2
2006 FIFA World Cup Germany ™,2-0,Group B,15 Jun 2006,Match 19,Trinidad and Tobago,England,2,0,1,0,19,1,0,0,1,0,0,1,0,0,0
2006 FIFA World Cup Germany ™,1-0,Group B,15 Jun 2006,Match 20,Paraguay,Sweden,1,0,1,0,20,0,0,0,1,0,1,0,0,0,0
2006 FIFA World Cup Germany ™,6-0,Group C,16 Jun 2006,Match 21,Serbia and Montenegro,Argentina,6,0,1,0,21,1,0,0,1,0,1,2,0,2,0
1990 FIFA World Cup Italy ™,2-0,Group A,19 Jun 1990,Match 29,Czechoslovakia,Italy,2,0,1,0,29,2,2,0,1,0,0,2,6,0,5
1990 FIFA World Cup Italy ™,2-1,Group A,19 Jun 1990,Match 30,USA,Austria,2,1,1,0,30,0,0,0,1,2,2,0,1,0,1
1990 FIFA World Cup Italy ™,1-0,Group C,20 Jun 1990,Match 31,Scotland,Brazil,1,0,1,0,31,2,1,0,1,0,1,3,2,2,2
1990 FIFA World Cup Italy ™,1-2,Group C,20 Jun 1990,Match 32,Costa Rica,Sweden,1,2,0,1,32,0,1,1,0,2,1,2,1,2,0
1990 FIFA World Cup Italy ™,0-1,Group E,21 Jun 1990,Match 34,Uruguay,Korea Republic,0,1,0,1,34,0,0,1,0,2,1,1,1,1,1
2002 FIFA World Cup Korea/Japan ™,2-0,Group H,05 Jun 2002,Match 15,Tunisia,Russia,2,0,1,0,15,0,0,0,1,0,0,0,0,0,0
2002 FIFA World Cup Korea/Japan ™,3-2,Group D,05 Jun 2002,Match 16,Portugal,USA,3,2,1,0,16,0,0,0,1,0,0,0,0,0,0
2002 FIFA World Cup Korea/Japan ™,1-1,Group E,05 Jun 2002,Match 17,Republic of Ireland,Germany,1,1,0,0,17,1,0,0,0,0,0,8,1,0,1
2002 FIFA World Cup Korea/Japan ™,1-1,Group A,06 Jun 2002,Match 20,Senegal,Denmark,1,1,0,0,20,1,1,0,0,0,0,2,1,2,0
1994 FIFA World Cup USA ™,0-1,Group A,26 Jun 1994,Match 25,Romania,USA,0,1,0,1,25,1,1,1,0,0,1,3,4,3,4
1994 FIFA World Cup USA ™,0-2,Group A,26 Jun 1994,Match 26,Colombia,Switzerland,0,2,0,1,26,1,0,1,0,0,2,5,2,5,2
1994 FIFA World Cup USA ™,3-2,Group C,27 Jun 1994,Match 28,Korea Republic,Germany,3,2,1,0,28,1,0,0,1,0,0,2,2,1,2
1994 FIFA World Cup USA ™,1-3,Group C,27 Jun 1994,Match 27,Spain,Bolivia,1,3,0,1,27,0,0,1,0,1,0,0,3,0,3
1994 FIFA World Cup USA ™,0-0,Group E,28 Jun 1994,Match 29,Norway,Republic of Ireland,0,0,0,0,29,1,1,0,0,1,1,2,1,1,0
1998 FIFA World Cup France ™,1-0,Group H,14 Jun 1998,Match 13,Japan,Argentina,1,0,1,0,13,0,0,0,1,0,0,0,0,0,0
1998 FIFA World Cup France ™,1-0,Group F,14 Jun 1998,Match 12,Iran,Yugoslavia,1,0,1,0,12,0,0,0,1,0,0,0,0,0,0
1998 FIFA World Cup France ™,1-3,Group H,14 Jun 1998,Match 11,Croatia,Jamaica,1,3,0,1,11,0,0,1,0,0,0,0,0,0,0
1998 FIFA World Cup France ™,2-0,Group G,15 Jun 1998,Match 16,Tunisia,England,2,0,1,0,16,0,0,0,1,0,0,0,0,0,0
1978 FIFA World Cup Argentina ™,3-2,Group 4,11 Jun 1978,Match 24,Netherlands,Scotland,3,2,1,0,24,0,1,0,1,1,0,2,3,2,0
1978 FIFA World Cup Argentina ™,0-0,Group A,14 Jun 1978,Match 25,Italy,Germany FR,0,0,0,0,25,1,3,0,0,0,0,6,6,0,5
1978 FIFA World Cup Argentina ™,5-1,Group A,14 Jun 1978,Match 27,Austria,Netherlands,5,1,1,0,27,1,2,0,1,1,1,5,3,2,2
1978 FIFA World Cup Argentina ™,3-0,Group B,14 Jun 1978,Match 28,Peru,Brazil,3,0,1,0,28,1,2,0,1,0,0,2,7,1,7
2006 FIFA World Cup Germany ™,2-1,Group C,16 Jun 2006,Match 22,Côte d'Ivoire,Netherlands,2,1,1,0,22,1,0,0,1,0,1,1,1,0,1
2006 FIFA World Cup Germany ™,0-0,Group D,16 Jun 2006,Match 23,Angola,Mexico,0,0,0,0,23,1,0,0,0,0,1,3,0,3,0
2006 FIFA World Cup Germany ™,2-0,Group D,17 Jun 2006,Match 24,IR Iran,Portugal,2,0,1,0,24,1,0,0,1,0,1,1,1,0,1
2006 FIFA World Cup Germany ™,0-2,Group E,17 Jun 2006,Match 26,Ghana,Czech Republic,0,2,0,1,26,1,0,1,0,0,1,3,0,0,0
2006 FIFA World Cup Germany ™,1-1,Group E,17 Jun 2006,Match 25,USA,Italy,1,1,0,0,25,1,0,0,0,0,1,2,0,0,0
1990 FIFA World Cup Italy ™,1-2,Group E,21 Jun 1990,Match 33,Spain,Belgium,1,2,0,1,33,2,1,1,0,0,0,5,3,3,3
1990 FIFA World Cup Italy ™,1-1,Group F,21 Jun 1990,Match 36,Netherlands,Republic of Ireland,1,1,0,0,36,0,0,0,0,0,0,1,1,1,1
